champion,role,counter_champion,winrate,matches
Ekko,MID,Sylas,51.35,370
Ekko,MID,Ahri,50.73,205
Ekko,MID,Viktor,50.54,184
Elise,JUNGLE,Naafiri,59.62,52
Elise,JUNGLE,Rengar,59.41,101
Elise,JUNGLE,Ivern,58.82,34
Elise,JUNGLE,Nunu & Willump,58.62,58
Elise,JUNGLE,Briar,56.41,39
Elise,JUNGLE,Nocturne,56.25,48
Elise,JUNGLE,Xin Zhao,56.25,64
Elise,JUNGLE,Dr. Mundo,54.79,73
Elise,JUNGLE,Warwick,54.17,24
Elise,JUNGLE,Qiyana,53.49,86
Elise,JUNGLE,Zyra,53.12,32
Elise,JUNGLE,Jayce,51.67,180
Elise,JUNGLE,Shaco,51.56,64
Elise,JUNGLE,Talon,51.43,105
Elise,JUNGLE,Kha'Zix,50.92,271
Elise,JUNGLE,Zed,50.63,79
Elise,JUNGLE,Ekko,50.51,198
Elise,SUPPORT,Maokai,64.71,17
Elise,SUPPORT,Milio,58.75,80
Elise,SUPPORT,Alistar,58.26,115
Elise,SUPPORT,Seraphine,55.81,43
Elise,SUPPORT,Lux,54.55,22
Elise,SUPPORT,Nautilus,51.56,192
Elise,SUPPORT,Thresh,51.12,178
Elise,SUPPORT,Braum,50.53,190
Evelynn,JUNGLE,Malphite,77.27,22
Evelynn,JUNGLE,Warwick,66.67,18
Evelynn,JUNGLE,Karthus,63.83,47
Evelynn,JUNGLE,Lillia,61.9,21
Evelynn,JUNGLE,Rengar,57.65,85
Evelynn,JUNGLE,Ivern,55.81,43
Evelynn,JUNGLE,Diana,55.33,197
Evelynn,JUNGLE,Ekko,55.21,192
Evelynn,JUNGLE,Nunu & Willump,54.55,66
Evelynn,JUNGLE,Volibear,54.55,55
Evelynn,JUNGLE,Nidalee,54.17,72
Evelynn,JUNGLE,Sylas,53.16,79
Evelynn,JUNGLE,Naafiri,52.94,34
Evelynn,JUNGLE,Elise,52.63,38
Evelynn,JUNGLE,Zed,51.85,81
Evelynn,JUNGLE,Bel'Veth,51.43,35
Evelynn,JUNGLE,Jarvan IV,50.75,134
Ezreal,ADC,Yasuo,61.87,139
Ezreal,ADC,Zeri,59.24,314
Ezreal,ADC,Seraphine,58.64,162
Ezreal,ADC,Swain,58.46,195
Ezreal,ADC,Samira,57.91,335
Ezreal,ADC,Ziggs,57.64,203
Ezreal,ADC,Kog'Maw,56.35,126
Ezreal,ADC,Sivir,55.59,29
Ezreal,ADC,Mel,54.95,111
Ezreal,ADC,Draven,54.94,486
Ezreal,ADC,Lucian,54.57,325
Ezreal,ADC,Tristana,54.29,431
Ezreal,ADC,Ashe,54.07,651
Ezreal,ADC,Kai'Sa,53.55,264
Ezreal,ADC,Miss Fortune,53.34,658
Ezreal,ADC,Jhin,52.93,281
Ezreal,ADC,Xayah,52.83,212
Ezreal,ADC,Vayne,52.49,341
Ezreal,ADC,Varus,52.36,656
Ezreal,ADC,Kalista,52.07,121
Ezreal,ADC,Aphelios,52.03,749
Ezreal,ADC,Jinx,51.98,85
Ezreal,ADC,Corki,51.84,679
Ezreal,ADC,Twitch,51.43,455
Ezreal,ADC,Yunara,51.17,448
Ezreal,ADC,Nilah,50.24,205
Fiddlesticks,JUNGLE,Ivern,69.77,43
Fiddlesticks,JUNGLE,Kayn,67.5,40
Fiddlesticks,JUNGLE,Vi,57.89,38
Fiddlesticks,JUNGLE,Hecarim,57.58,66
Fiddlesticks,JUNGLE,Evelynn,56.82,44
Fiddlesticks,JUNGLE,Zac,56.63,83
Fiddlesticks,JUNGLE,Zyra,56.0,25
Fiddlesticks,JUNGLE,Udyr,55.88,34
Fiddlesticks,JUNGLE,Sylas,54.84,93
Fiddlesticks,JUNGLE,Karthus,54.55,33
Fiddlesticks,JUNGLE,Naafiri,53.85,39
Fiddlesticks,JUNGLE,Jarvan IV,52.69,167
Fiddlesticks,JUNGLE,Rengar,52.69,93
Fiddlesticks,JUNGLE,Master Yi,52.63,76
Fiddlesticks,JUNGLE,Elise,52.08,48
Fiddlesticks,JUNGLE,Talon,52.08,96
Fiddlesticks,JUNGLE,Nidalee,50.77,65
Fiddlesticks,JUNGLE,Kha'Zix,50.29,175
Fiddlesticks,JUNGLE,Viego,50.18,277
Fiora,TOP,Tryndamere,62.22,90
Fiora,TOP,Teemo,59.18,49
Fiora,TOP,Vladimir,56.25,112
Fiora,TOP,Kayle,55.65,124
Fiora,TOP,Aurora,54.76,42
Fiora,TOP,Darius,54.15,229
Fiora,TOP,Gnar,53.38,148
Fiora,TOP,Cho'Gath,52.34,107
Fiora,TOP,Riven,52.13,305
Fiora,TOP,Ambessa,51.85,297
Fiora,TOP,Rumble,51.1,182
Fiora,TOP,Kennen,50.53,190
Fiora,TOP,Sett,50.45,111
Fiora,TOP,Shen,50.32,157
Fiora,TOP,Gangplank,50.23,217
Fizz,MID,Ekko,63.22,87
Fizz,MID,Lissandra,59.34,91
Fizz,MID,Kayle,59.26,27
Fizz,MID,Galio,57.51,193
Fizz,MID,Ryze,56.41,195
Fizz,MID,Taliyah,56.16,73
Fizz,MID,Vladimir,55.88,68
Fizz,MID,Veigar,55.81,43
Fizz,MID,Kassadin,54.1,122
Fizz,MID,Zoe,53.91,115
Fizz,MID,Zed,53.33,180
Fizz,MID,Akali,53.28,122
Fizz,MID,Akshan,53.16,79
Fizz,MID,Katarina,53.04,181
Fizz,MID,Lux,52.0,50
Fizz,MID,Talon,51.85,54
Fizz,MID,Orianna,51.75,114
Fizz,MID,Diana,50.82,61
Galio,MID,Vel'Koz,68.75,64
Galio,MID,Kassadin,56.58,152
Galio,MID,Xerath,56.34,142
Galio,MID,Twisted Fate,56.33,403
Galio,MID,Neeko,56.14,57
Galio,MID,Taliyah,55.98,259
Galio,MID,Akshan,54.61,152
Galio,MID,Syndra,54.38,377
Galio,MID,Zed,54.38,274
Galio,MID,Jayce,53.16,79
Galio,MID,Ekko,52.91,206
Galio,MID,Anivia,52.17,161
Galio,MID,Vladimir,52.17,92
Galio,MID,Talon,51.95,154
Galio,MID,LeBlanc,51.53,262
Galio,MID,Aurelion Sol,51.14,88
Galio,MID,Qiyana,51.04,192
Galio,MID,Viktor,50.37,268
Galio,MID,Yone,50.18,271
Gangplank,TOP,Kayle,62.25,151
Gangplank,TOP,Warwick,59.37,64
Gangplank,TOP,Gwen,55.61,205
Gangplank,TOP,Rumble,55.26,190
Gangplank,TOP,Aurora,53.45,58
Gangplank,TOP,Kennen,53.14,175
Gangplank,TOP,Jayce,52.94,170
Gangplank,TOP,Mordekaiser,52.76,127
Gangplank,TOP,Irelia,52.14,257
Gangplank,TOP,Riven,51.57,254
Gangplank,TOP,Cho'Gath,50.5,101
Garen,TOP,Poppy,65.62,32
Garen,TOP,Yorick,64.29,28
Garen,TOP,Kennen,62.3,61
Garen,TOP,Kled,62.26,53
Garen,TOP,Fiora,60.0,95
Garen,TOP,Tryndamere,60.0,55
Garen,TOP,Camille,57.82,147
Garen,TOP,Shen,57.03,128
Garen,TOP,Yone,56.52,69
Garen,TOP,Volibear,55.22,67
Garen,TOP,Darius,55.17,145
Garen,TOP,Kayle,55.14,107
Garen,TOP,Sett,55.06,89
Garen,TOP,Rumble,55.0,80
Garen,TOP,Gragas,54.93,71
Garen,TOP,Ambessa,54.42,147
Garen,TOP,Gangplank,54.17,96
Garen,TOP,Quinn,54.17,24
Garen,TOP,Cho'Gath,53.33,60
Garen,TOP,Nasus,52.58,97
Garen,TOP,Irelia,52.25,111
Garen,TOP,K'Sante,51.56,192
Garen,TOP,Vladimir,50.85,59
Garen,TOP,Singed,50.7,71
Garen,TOP,Jayce,50.68,73
Garen,TOP,Aatrox,50.41,123
Gnar,TOP,Kled,58.73,63
Gnar,TOP,Irelia,57.38,244
Gnar,TOP,Camille,56.82,88
Gnar,TOP,Shen,56.64,143
Gnar,TOP,Malphite,56.25,272
Gnar,TOP,Rumble,55.56,180
Gnar,TOP,Jayce,54.01,187
Gnar,TOP,Ambessa,53.08,211
Gnar,TOP,Cho'Gath,52.63,76
Gnar,TOP,Illaoi,52.63,38
Gnar,TOP,Renekton,52.53,356
Gnar,TOP,Riven,52.52,139
Gnar,TOP,Dr. Mundo,52.38,126
Gnar,TOP,Gwen,52.05,73
Gnar,TOP,Vladimir,51.55,97
Gnar,TOP,Garen,51.06,94
Gnar,TOP,Gangplank,50.94,159
Gnar,TOP,Kennen,50.91,165
Gnar,TOP,Nasus,50.72,69
Gragas,TOP,Ornn,60.22,93
Gragas,TOP,Sett,55.36,56
Gragas,TOP,Shen,55.36,56
Gragas,TOP,Aatrox,54.78,157
Gragas,TOP,Zaahen,54.48,134
Gragas,TOP,Cho'Gath,54.05,37
Gragas,TOP,Kennen,53.85,91
Gragas,TOP,Dr. Mundo,53.28,122
Gragas,TOP,Riven,53.04,181
Gragas,TOP,Fiora,52.87,87
Gragas,TOP,Jax,52.62,325
Gragas,TOP,Gnar,52.33,86
Gragas,TOP,Camille,52.17,46
Gragas,TOP,Rumble,52.08,96
Gragas,TOP,Vladimir,51.39,72
Gragas,TOP,Volibear,51.16,43
Gragas,TOP,Gangplank,50.53,95
Graves,JUNGLE,Zac,59.26,81
Graves,JUNGLE,Bel'Veth,58.33,60
Graves,JUNGLE,Vi,58.18,55
Graves,JUNGLE,Jarvan IV,57.6,217
Graves,JUNGLE,Volibear,57.53,73
Graves,JUNGLE,Karthus,56.92,65
Graves,JUNGLE,Dr. Mundo,56.58,76
Graves,JUNGLE,Zyra,55.88,34
Graves,JUNGLE,Elise,55.56,63
Graves,JUNGLE,Evelynn,55.56,54
Graves,JUNGLE,Qiyana,55.47,137
Graves,JUNGLE,Nocturne,55.36,56
Graves,JUNGLE,Rek'Sai,55.32,141
Graves,JUNGLE,Rengar,54.81,135
Graves,JUNGLE,Naafiri,54.79,73
Graves,JUNGLE,Fiddlesticks,54.55,55
Graves,JUNGLE,Diana,54.42,283
Graves,JUNGLE,Master Yi,54.17,120
Graves,JUNGLE,Lillia,51.79,56
Graves,JUNGLE,Talon,51.45,138
Graves,JUNGLE,Zed,51.39,216
Graves,JUNGLE,Kha'Zix,51.11,315
Graves,JUNGLE,Xin Zhao,50.82,61
Graves,JUNGLE,Shaco,50.43,115
Graves,JUNGLE,Kindred,50.42,119
Gwen,TOP,Aurora,56.41,39
Gwen,TOP,Aatrox,55.51,227
Gwen,TOP,Darius,54.4,125
Gwen,TOP,Jax,53.21,280
Gwen,TOP,Shen,52.72,184
Gwen,TOP,Kled,52.63,57
Gwen,TOP,Kennen,52.54,118
Gwen,TOP,Poppy,52.5,40
Gwen,TOP,Vladimir,52.38,63
Gwen,TOP,Volibear,52.38,84
Gwen,TOP,Sett,52.08,96
Gwen,TOP,Singed,52.0,100
Gwen,TOP,Riven,51.88,133
Gwen,TOP,Garen,51.58,95
Gwen,TOP,Gragas,51.43,70
Gwen,TOP,Kayle,51.11,90
Gwen,TOP,Ambessa,51.0,249
Gwen,TOP,Fiora,50.86,175
Gwen,TOP,K'Sante,50.46,323
Hecarim,JUNGLE,Ivern,62.64,91
Hecarim,JUNGLE,Malphite,60.32,63
Hecarim,JUNGLE,Nidalee,59.62,104
Hecarim,JUNGLE,Evelynn,59.46,74
Hecarim,JUNGLE,Udyr,59.32,59
Hecarim,JUNGLE,Bel'Veth,58.06,62
Hecarim,JUNGLE,Rek'Sai,56.36,165
Hecarim,JUNGLE,Nocturne,55.06,89
Hecarim,JUNGLE,Graves,54.87,113
Hecarim,JUNGLE,Zac,54.78,157
Hecarim,JUNGLE,Jarvan IV,54.48,290
Hecarim,JUNGLE,Lee Sin,54.23,378
Hecarim,JUNGLE,Xin Zhao,53.75,80
Hecarim,JUNGLE,Qiyana,52.9,155
Hecarim,JUNGLE,Karthus,52.48,101
Hecarim,JUNGLE,Volibear,52.29,153
Hecarim,JUNGLE,Jayce,52.25,289
Hecarim,JUNGLE,Rengar,52.17,184
Hecarim,JUNGLE,Kha'Zix,51.43,350
Hecarim,JUNGLE,Shaco,50.75,134
Hecarim,JUNGLE,Kindred,50.62,81
Hecarim,JUNGLE,Zed,50.37,135
Heimerdinger,MID,Aurelion Sol,100.0,2
Heimerdinger,MID,Diana,100.0,2
Heimerdinger,MID,Fizz,100.0,2
Heimerdinger,MID,Viktor,87.5,8
Heimerdinger,MID,Aurora,75.0,4
Heimerdinger,MID,Galio,75.0,4
Heimerdinger,MID,Twisted Fate,75.0,4
Heimerdinger,MID,Syndra,70.0,10
Heimerdinger,MID,Lissandra,66.67,6
Heimerdinger,MID,Taliyah,66.67,3
Heimerdinger,MID,Vladimir,66.67,3
Heimerdinger,MID,Zoe,66.67,3
Heimerdinger,MID,Orianna,62.5,8
Heimerdinger,MID,Katarina,55.56,9
Hwei,ADC,Samira,75.0,12
Hwei,ADC,Sivir,72.73,33
Hwei,ADC,Lucian,70.97,31
Hwei,ADC,Mel,70.0,10
Hwei,ADC,Kog'Maw,62.5,8
Hwei,ADC,Tristana,61.11,18
Hwei,ADC,Zeri,61.11,18
Hwei,ADC,Jinx,60.42,48
Hwei,ADC,Kalista,60.0,5
Hwei,ADC,Twitch,57.14,28
Hwei,ADC,Ashe,56.0,25
Hwei,ADC,Varus,55.56,63
Hwei,ADC,Jhin,51.92,52
Hwei,ADC,Caitlyn,50.85,59
Hwei,ADC,Kai'Sa,50.7,71
Hwei,MID,Lux,62.3,61
Hwei,MID,Sylas,61.38,145
Hwei,MID,Fizz,60.47,43
Hwei,MID,Twisted Fate,59.66,119
Hwei,MID,Talon,58.33,48
Hwei,MID,Zed,57.89,114
Hwei,MID,Syndra,57.23,173
Hwei,MID,Akshan,57.14,84
Hwei,MID,Katarina,57.14,112
Hwei,MID,Xerath,56.64,113
Hwei,MID,Aurelion Sol,56.6,53
Hwei,MID,Azir,56.52,46
Hwei,MID,Corki,56.0,25
Hwei,MID,Ahri,54.62,130
Hwei,MID,Galio,54.47,123
Hwei,MID,Zoe,53.93,89
Hwei,MID,Vel'Koz,53.57,28
Hwei,MID,Diana,53.19,47
Hwei,MID,Swain,53.12,32
Hwei,MID,Vladimir,52.83,53
Hwei,MID,Kayle,51.72,29
Hwei,MID,Yasuo,50.74,136
Hwei,MID,LeBlanc,50.65,77
Illaoi,TOP,Anivia,81.82,11
Illaoi,TOP,Quinn,80.0,10
Illaoi,TOP,Teemo,69.23,13
Illaoi,TOP,Kayle,64.44,45
Illaoi,TOP,Garen,64.0,25
Illaoi,TOP,Fiora,62.5,32
Illaoi,TOP,Camille,61.54,26
Illaoi,TOP,Ornn,60.0,45
Illaoi,TOP,Darius,59.09,44
Illaoi,TOP,Aatrox,57.14,56
Illaoi,TOP,Mordekaiser,57.14,49
Illaoi,TOP,Yone,56.76,37
Illaoi,TOP,Shen,55.26,38
Illaoi,TOP,Dr. Mundo,55.17,29
Illaoi,TOP,Malphite,55.0,40
Illaoi,TOP,Sett,53.85,26
Illaoi,TOP,Renekton,53.57,56
Illaoi,TOP,Sion,53.33,45
Illaoi,TOP,Poppy,52.63,19
Illaoi,TOP,Volibear,51.61,31
Illaoi,TOP,Zaahen,50.72,69
Irelia,TOP,Poppy,60.87,46
Irelia,TOP,Warwick,59.32,59
Irelia,TOP,Shen,59.12,137
Irelia,TOP,Renekton,58.75,320
Irelia,TOP,Kled,58.06,62
Irelia,TOP,Singed,56.3,119
Irelia,TOP,Fiora,56.03,232
Irelia,TOP,Jax,55.59,313
Irelia,TOP,Sett,55.38,195
Irelia,TOP,Kennen,55.36,224
Irelia,TOP,Tryndamere,55.36,56
Irelia,TOP,Jayce,53.56,267
Irelia,TOP,Gwen,53.45,116
Irelia,TOP,Volibear,53.29,152
Irelia,TOP,Mordekaiser,52.53,99
Irelia,TOP,Gragas,50.59,85
Irelia,TOP,Malphite,50.38,266
Ivern,JUNGLE,Zyra,71.43,35
Ivern,JUNGLE,Bel'Veth,58.54,41
Ivern,JUNGLE,Master Yi,58.21,67
Ivern,JUNGLE,Udyr,57.14,21
Ivern,JUNGLE,Nocturne,56.82,44
Ivern,JUNGLE,Volibear,56.45,62
Ivern,JUNGLE,Rengar,55.56,99
Ivern,JUNGLE,Qiyana,55.45,101
Ivern,JUNGLE,Vi,55.32,47
Ivern,JUNGLE,Rek'Sai,53.12,64
Ivern,JUNGLE,Graves,52.54,59
Ivern,JUNGLE,Zed,52.43,103
Ivern,JUNGLE,Shaco,52.38,63
Ivern,JUNGLE,Wukong,52.0,25
Ivern,JUNGLE,Kayn,50.85,59
Ivern,JUNGLE,Nunu & Willump,50.72,69
Janna,SUPPORT,Elise,58.59,99
Janna,SUPPORT,Renata Glasc,56.32,87
Janna,SUPPORT,Taric,56.03,116
Janna,SUPPORT,Soraka,55.45,312
Janna,SUPPORT,Blitzcrank,54.05,370
Janna,SUPPORT,Pyke,51.84,299
Janna,SUPPORT,Senna,51.68,298
Janna,SUPPORT,Sona,51.51,629
Janna,SUPPORT,Lulu,50.62,812
Jarvan IV,JUNGLE,Zyra,59.18,98
Jarvan IV,JUNGLE,Ivern,57.63,177
Jarvan IV,JUNGLE,Rek'Sai,57.51,273
Jarvan IV,JUNGLE,Volibear,56.22,233
Jarvan IV,JUNGLE,Master Yi,55.76,217
Jarvan IV,JUNGLE,Sylas,55.19,241
Jarvan IV,JUNGLE,Udyr,54.35,92
Jarvan IV,JUNGLE,Naafiri,53.52,142
Jarvan IV,JUNGLE,Karthus,53.15,143
Jarvan IV,JUNGLE,Zed,52.92,274
Jarvan IV,JUNGLE,Kha'Zix,52.77,595
Jarvan IV,JUNGLE,Qiyana,52.66,319
Jarvan IV,JUNGLE,Nidalee,52.57,175
Jarvan IV,JUNGLE,Wukong,52.43,185
Jarvan IV,JUNGLE,Diana,51.93,647
Jarvan IV,JUNGLE,Talon,51.91,314
Jarvan IV,JUNGLE,Zac,51.82,247
Jarvan IV,JUNGLE,Kayn,51.8,139
Jarvan IV,JUNGLE,Ekko,51.53,522
Jarvan IV,JUNGLE,Bel'Veth,51.49,101
Jarvan IV,JUNGLE,Lee Sin,51.19,885
Jarvan IV,JUNGLE,Rengar,50.81,307
Jarvan IV,JUNGLE,Viego,50.25,194
Jax,TOP,Poppy,63.46,104
Jax,TOP,Aurora,57.89,76
Jax,TOP,Jayce,56.37,204
Jax,TOP,Vladimir,55.56,225
Jax,TOP,Garen,53.65,356
Jax,TOP,Kennen,53.02,381
Jax,TOP,Cho'Gath,52.44,82
Jax,TOP,Fiora,52.24,335
Jax,TOP,Singed,52.0,150
Jax,TOP,Nasus,51.89,106
Jax,TOP,Gangplank,51.87,268
Jax,TOP,Gnar,51.66,211
Jax,TOP,Riven,51.57,287
Jax,TOP,Illaoi,51.47,68
Jax,TOP,Shen,51.42,212
Jax,TOP,Darius,51.37,255
Jax,TOP,Urgot,50.52,192
Jax,TOP,Rumble,50.42,238
Jax,TOP,Tryndamere,50.31,161
Jax,TOP,Ornn,50.26,195
Jayce,JUNGLE,Rengar,62.58,310
Jayce,JUNGLE,Zyra,60.13,153
Jayce,JUNGLE,Ivern,59.34,182
Jayce,JUNGLE,Bel'Veth,58.52,135
Jayce,JUNGLE,Evelynn,56.48,193
Jayce,JUNGLE,Lillia,56.48,108
Jayce,JUNGLE,Karthus,56.25,208
Jayce,JUNGLE,Rek'Sai,56.18,356
Jayce,JUNGLE,Nunu & Willump,55.19,241
Jayce,JUNGLE,Nidalee,54.62,368
Jayce,JUNGLE,Nocturne,54.44,180
Jayce,JUNGLE,Qiyana,54.43,474
Jayce,JUNGLE,Kha'Zix,53.5,871
Jayce,JUNGLE,Dr. Mundo,53.27,214
Jayce,JUNGLE,Master Yi,53.18,267
Jayce,JUNGLE,Kindred,53.17,205
Jayce,JUNGLE,Zac,53.14,239
Jayce,JUNGLE,Fiddlesticks,53.1,145
Jayce,JUNGLE,Talon,53.04,460
Jayce,JUNGLE,Graves,52.97,404
Jayce,JUNGLE,Lee Sin,52.6,367
Jayce,JUNGLE,Kayn,52.57,175
Jayce,JUNGLE,Xin Zhao,52.13,188
Jayce,JUNGLE,Shaco,52.12,236
Jayce,JUNGLE,Volibear,51.92,156
Jayce,JUNGLE,Ekko,51.8,724
Jayce,JUNGLE,Vi,51.26,398
Jayce,JUNGLE,Diana,51.22,658
Jayce,JUNGLE,Jarvan IV,50.42,722
Jayce,MID,Azir,64.0,25
Jayce,MID,Viktor,63.16,57
Jayce,MID,Hwei,58.33,24
Jayce,MID,Taliyah,58.33,24
Jayce,MID,Yasuo,58.33,72
Jayce,MID,Akshan,55.36,56
Jayce,MID,Qiyana,54.76,42
Jayce,MID,Twisted Fate,54.76,42
Jayce,MID,LeBlanc,54.05,37
Jayce,MID,Katarina,53.26,92
Jayce,MID,Sylas,53.01,83
Jayce,MID,Fizz,52.63,19
Jayce,MID,Kassadin,51.85,108
Jayce,TOP,Ornn,58.4,125
Jayce,TOP,Shen,57.58,99
Jayce,TOP,Sion,55.93,177
Jayce,TOP,Urgot,55.21,96
Jayce,TOP,Malphite,54.23,426
Jayce,TOP,Nasus,53.62,69
Jayce,TOP,Mordekaiser,53.52,71
Jayce,TOP,Yorick,52.99,117
Jayce,TOP,Darius,52.56,156
Jayce,TOP,Kennen,52.5,200
Jayce,TOP,Dr. Mundo,52.41,145
Jayce,TOP,Tryndamere,52.38,63
Jayce,TOP,Renekton,52.06,194
Jayce,TOP,Gwen,51.96,102
Jayce,TOP,Fiora,51.48,169
Jayce,TOP,Quinn,51.35,37
Jayce,TOP,Ambessa,50.98,306
Jayce,TOP,Kayle,50.6,83
Jayce,TOP,Riven,50.56,180
Jhin,ADC,Tristana,57.55,417
Jhin,ADC,Nilah,57.04,135
Jhin,ADC,Samira,56.5,223
Jhin,ADC,Twitch,55.39,464
Jhin,ADC,Seraphine,55.32,141
Jhin,ADC,Kai'Sa,54.42,650
Jhin,ADC,Yasuo,54.26,94
Jhin,ADC,Zeri,53.7,257
Jhin,ADC,Mel,53.61,97
Jhin,ADC,Yunara,53.21,75
Jhin,ADC,Aphelios,52.54,319
Jhin,ADC,Ashe,52.54,571
Jhin,ADC,Lucian,52.18,870
Jhin,ADC,Corki,51.79,502
Jhin,ADC,Miss Fortune,51.72,580
Jhin,ADC,Varus,51.41,525
Jhin,ADC,Kog'Maw,50.43,117
Jhin,ADC,Jinx,50.26,959
Jinx,ADC,Corki,53.19,549
Jinx,ADC,Yasuo,52.5,120
Jinx,ADC,Tristana,51.53,491
Jinx,ADC,Varus,50.83,27
Jinx,ADC,Swain,50.59,170
Jinx,ADC,Twitch,50.47,634
Jinx,ADC,Ziggs,50.33,151
Jinx,ADC,Caitlyn,50.07,392
K'Sante,TOP,Urgot,58.04,143
K'Sante,TOP,Gragas,56.31,103
K'Sante,TOP,Fiora,56.29,302
K'Sante,TOP,Shen,55.29,170
K'Sante,TOP,Singed,55.05,109
K'Sante,TOP,Aatrox,54.63,324
K'Sante,TOP,Kled,54.17,96
K'Sante,TOP,Camille,54.01,137
K'Sante,TOP,Gnar,53.86,440
K'Sante,TOP,Cho'Gath,53.16,79
K'Sante,TOP,Jayce,52.89,225
K'Sante,TOP,Riven,52.7,222
K'Sante,TOP,Illaoi,52.63,57
K'Sante,TOP,Jax,52.54,394
K'Sante,TOP,Volibear,52.53,158
K'Sante,TOP,Ambessa,52.51,379
K'Sante,TOP,Gangplank,51.98,252
K'Sante,TOP,Ornn,51.79,168
K'Sante,TOP,Rumble,51.71,468
K'Sante,TOP,Kayle,51.55,161
K'Sante,TOP,Darius,51.5,233
K'Sante,TOP,Irelia,51.43,210
K'Sante,TOP,Zaahen,51.38,327
K'Sante,TOP,Poppy,51.22,82
K'Sante,TOP,Yone,51.02,147
K'Sante,TOP,Renekton,50.26,382
Kai'Sa,ADC,Swain,61.22,263
Kai'Sa,ADC,Draven,57.71,402
Kai'Sa,ADC,Nilah,57.33,307
Kai'Sa,ADC,Kalista,56.29,167
Kai'Sa,ADC,Ashe,55.34,759
Kai'Sa,ADC,Aphelios,54.79,984
Kai'Sa,ADC,Jinx,54.35,691
Kai'Sa,ADC,Zeri,54.1,536
Kai'Sa,ADC,Yasuo,53.66,205
Kai'Sa,ADC,Xayah,52.96,710
Kai'Sa,ADC,Varus,52.94,496
Kai'Sa,ADC,Corki,52.75,111
Kai'Sa,ADC,Tristana,52.41,685
Kai'Sa,ADC,Twitch,52.26,884
Kai'Sa,ADC,Seraphine,51.9,210
Kai'Sa,ADC,Yunara,51.44,706
Kai'Sa,ADC,Lucian,51.29,938
Kai'Sa,ADC,Miss Fortune,51.19,801
Kai'Sa,ADC,Sivir,51.07,210
Kai'Sa,ADC,Smolder,50.9,776
Kai'Sa,ADC,Vayne,50.7,572
Kalista,ADC,Swain,71.43,21
Kalista,ADC,Jinx,64.2,81
Kalista,ADC,Yasuo,62.5,16
Kalista,ADC,Zeri,62.5,24
Kalista,ADC,Vayne,61.76,34
Kalista,ADC,Seraphine,61.54,13
Kalista,ADC,Draven,60.87,46
Kalista,ADC,Twitch,60.47,43
Kalista,ADC,Xayah,60.0,20
Kalista,ADC,Yunara,58.77,114
Kalista,ADC,Samira,58.06,31
Kalista,ADC,Ashe,56.25,80
Kalista,ADC,Mel,54.55,11
Kalista,ADC,Ziggs,52.94,17
Kalista,ADC,Aphelios,51.49,101
Karma,SUPPORT,Taric,56.04,182
Karma,SUPPORT,Pyke,55.69,562
Karma,SUPPORT,Thresh,55.55,199
Karma,SUPPORT,Nautilus,55.05,546
Karma,SUPPORT,Janna,53.88,748
Karma,SUPPORT,Blitzcrank,53.05,509
Karma,SUPPORT,Pantheon,52.5,200
Karma,SUPPORT,Elise,52.36,212
Karma,SUPPORT,Braum,52.29,115
Karma,SUPPORT,Leona,52.11,497
Karma,SUPPORT,Rakan,52.06,607
Karma,SUPPORT,Lulu,51.74,405
Karma,SUPPORT,Milio,51.47,645
Karma,SUPPORT,Bard,50.72,118
Karma,SUPPORT,Vel'Koz,50.35,143
Karma,SUPPORT,Sona,50.23,868
Karthus,JUNGLE,Qiyana,61.22,98
Karthus,JUNGLE,Udyr,56.0,25
Karthus,JUNGLE,Rengar,54.95,91
Karthus,JUNGLE,Nidalee,54.41,68
Karthus,JUNGLE,Elise,54.29,35
Karthus,JUNGLE,Talon,54.17,96
Karthus,JUNGLE,Master Yi,54.05,74
Karthus,JUNGLE,Ivern,54.0,50
Karthus,JUNGLE,Diana,53.74,147
Karthus,JUNGLE,Kindred,52.94,51
Karthus,JUNGLE,Rek'Sai,52.38,84
Karthus,JUNGLE,Bel'Veth,51.61,31
Karthus,JUNGLE,Zac,51.47,68
Karthus,JUNGLE,Ekko,50.56,180
Kassadin,MID,Zed,63.51,222
Kassadin,MID,Vex,59.32,59
Kassadin,MID,Corki,55.34,103
Kassadin,MID,Sylas,54.3,256
Kassadin,MID,Anivia,54.11,146
Kassadin,MID,Akshan,52.94,204
Kassadin,MID,Hwei,52.63,95
Kassadin,MID,Tristana,51.72,145
Kassadin,MID,Qiyana,50.7,213
Kassadin,MID,Vladimir,50.63,158
Katarina,MID,Talon,55.49,182
Katarina,MID,Annie,54.79,73
Katarina,MID,Kayle,54.79,73
Katarina,MID,Qiyana,54.23,284
Katarina,MID,Zoe,53.42,292
Katarina,MID,Yasuo,53.22,466
Katarina,MID,Galio,53.19,517
Katarina,MID,Mel,52.08,144
Katarina,MID,Kassadin,52.03,467
Katarina,MID,Orianna,51.01,345
Katarina,MID,Lissandra,50.36,278
Kayle,MID,Zoe,74.36,39
Kayle,MID,Talon,62.5,24
Kayle,MID,Xerath,62.5,24
Kayle,MID,Orianna,60.61,33
Kayle,MID,Galio,60.0,40
Kayle,MID,Jayce,60.0,15
Kayle,MID,Veigar,60.0,30
Kayle,MID,Vladimir,58.33,48
Kayle,MID,Ekko,57.89,38
Kayle,MID,Akshan,54.35,46
Kayle,MID,Lux,53.85,26
