champion,role,counter_champion,winrate,matches
Ziggs,MID,Jayce,66.67,9
Ziggs,MID,Katarina,66.67,33
Ziggs,MID,Qiyana,66.67,15
Ziggs,MID,Taliyah,66.67,18
Ziggs,MID,Akali,65.85,41
Ziggs,MID,Xerath,65.22,23
Ziggs,MID,Azir,63.16,19
Ziggs,MID,Yasuo,63.16,19
Ziggs,MID,Ekko,61.9,21
Ziggs,MID,Yone,59.09,22
Ziggs,MID,Viktor,58.62,29
Ziggs,MID,Diana,58.33,12
Ziggs,MID,Kassadin,56.25,32
Ziggs,MID,Galio,55.88,34
Ziggs,MID,Aurora,54.55,11
Ziggs,MID,Orianna,54.05,37
Ziggs,MID,Sylas,53.57,28
Ziggs,MID,Veigar,52.94,17
Zilean,SUPPORT,Bard,58.72,235
Zilean,SUPPORT,Vel'Koz,57.14,28
Zilean,SUPPORT,Pyke,56.73,104
Zilean,SUPPORT,Taric,56.25,64
Zilean,SUPPORT,Elise,54.76,42
Zilean,SUPPORT,Karma,54.48,268
Zilean,SUPPORT,Zyra,53.85,26
Zilean,SUPPORT,Braum,53.28,274
Zilean,SUPPORT,Leona,51.65,91
Zilean,SUPPORT,Neeko,51.14,88
Zoe,MID,Jayce,54.9,51
Zoe,MID,Veigar,54.69,64
Zoe,MID,Kassadin,54.03,211
Zoe,MID,Ekko,53.53,170
Zoe,MID,Vel'Koz,52.94,51
Zoe,MID,Galio,52.51,259
Zoe,MID,Malzahar,52.31,130
Zoe,MID,Qiyana,52.27,176
Zoe,MID,Lux,52.14,117
Zoe,MID,Aurelion Sol,51.43,70
Zyra,JUNGLE,Evelynn,72.22,18
Zyra,JUNGLE,Naafiri,68.75,16
Zyra,JUNGLE,Wukong,66.67,21
Zyra,JUNGLE,Bel'Veth,60.0,20
Zyra,JUNGLE,Lillia,58.82,17
Zyra,JUNGLE,Malphite,58.06,31
Zyra,JUNGLE,Karthus,57.41,54
Zyra,JUNGLE,Zac,55.88,34
Zyra,JUNGLE,Rek'Sai,54.72,53
Zyra,JUNGLE,Volibear,52.38,21
Zyra,JUNGLE,Hecarim,51.85,54
Zyra,JUNGLE,Qiyana,51.79,56
Zyra,JUNGLE,Nunu & Willump,51.06,47
Zyra,SUPPORT,Vel'Koz,75.0,12
Zyra,SUPPORT,Elise,66.67,15
Zyra,SUPPORT,Neeko,61.29,31
Zyra,SUPPORT,Rakan,60.78,51
Zyra,SUPPORT,Lulu,60.22,93
Zyra,SUPPORT,Leona,59.26,81
Zyra,SUPPORT,Braum,56.86,102
Zyra,SUPPORT,Senna,56.86,51
Zyra,SUPPORT,Yuumi,55.88,34
Zyra,SUPPORT,Renata Glasc,54.55,11
Zyra,SUPPORT,Rell,54.29,35
Zyra,SUPPORT,Janna,52.38,42
Zyra,SUPPORT,Nami,51.72,145
Zyra,SUPPORT,Karma,51.09,137
Lillia,JUNGLE,Karthus,69.44,36
Lillia,JUNGLE,Bel'Veth,62.96,27
Lillia,JUNGLE,Skarner,62.5,16
Lillia,JUNGLE,Dr. Mundo,62.0,50
Lillia,JUNGLE,Shaco,57.81,64
Lillia,JUNGLE,Master Yi,57.5,40
Lillia,JUNGLE,Hecarim,57.32,82
Lillia,JUNGLE,Kha'Zix,57.26,124
Lillia,JUNGLE,Udyr,57.14,28
Lillia,JUNGLE,Jarvan IV,56.19,105
Lillia,JUNGLE,Zed,55.56,54
Lillia,JUNGLE,Volibear,54.17,72
Lillia,JUNGLE,Ivern,53.85,39
Lillia,JUNGLE,Nidalee,53.85,39
Lillia,JUNGLE,Fiddlesticks,53.57,28
Lillia,JUNGLE,Diana,53.42,161
Lillia,JUNGLE,Rengar,52.94,51
Lillia,JUNGLE,Wukong,52.94,34
Lillia,JUNGLE,Amumu,52.63,19
Lillia,JUNGLE,Kindred,51.61,31
Lillia,JUNGLE,Rek'Sai,51.61,93
Lillia,JUNGLE,Talon,51.47,68
Lillia,JUNGLE,Viego,50.93,216
Lillia,JUNGLE,Qiyana,50.85,59
Lillia,JUNGLE,Zac,50.42,119
Lillia,JUNGLE,Lee Sin,50.3,169
Nunu & Willump,JUNGLE,Karthus,62.03,79
Nunu & Willump,JUNGLE,Jarvan IV,60.7,285
Nunu & Willump,JUNGLE,Fiddlesticks,57.14,56
Nunu & Willump,JUNGLE,Trundle,56.67,30
Nunu & Willump,JUNGLE,Kha'Zix,55.47,256
Nunu & Willump,JUNGLE,Graves,55.41,74
Nunu & Willump,JUNGLE,Rengar,55.32,188
Nunu & Willump,JUNGLE,Kindred,55.13,78
Nunu & Willump,JUNGLE,Sylas,54.39,114
Nunu & Willump,JUNGLE,Naafiri,53.49,43
Nunu & Willump,JUNGLE,Lee Sin,53.0,217
Nunu & Willump,JUNGLE,Xin Zhao,52.38,63
Nunu & Willump,JUNGLE,Zed,51.75,114
Nunu & Willump,JUNGLE,Briar,50.98,51
Nunu & Willump,JUNGLE,Nidalee,50.75,67
Nunu & Willump,JUNGLE,Shaco,50.55,91
Nunu & Willump,JUNGLE,Hecarim,50.38,131
